Amount,School Year,Region,Grade Level,Gender
"1,501",2017-2018,Region X - Northern Mindanao,Non-Grade (ES),Male
"1,945",2017-2018,Region XI - Davao Region,Non-Grade (ES),Male
826,2017-2018,Region XII - Soccsksargen,Non-Grade (ES),Male
927,2017-2018,CARAGA - CARAGA,Non-Grade (ES),Male
65,2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Male
562,2017-2018,CAR - Cordillera Administrative Region,Non-Grade (ES),Male
"5,660",2017-2018,NCR - National Capital Region,Non-Grade (ES),Male
"1,000",2017-2018,Region I - Ilocos Region,Non-Grade (ES),Female
586,2017-2018,Region II - Cagayan Valley,Non-Grade (ES),Female
"2,238",2017-2018,Region III - Central Luzon,Non-Grade (ES),Female
"3,192",2017-2018,Region IV-A - CALABARZON,Non-Grade (ES),Female
591,2017-2018,Region IV-B - MIMAROPA,Non-Grade (ES),Female
896,2017-2018,Region V - Bicol Region,Non-Grade (ES),Female
"1,745",2017-2018,Region VI - Western Visayas,Non-Grade (ES),Female
"1,568",2017-2018,Region VII - Central Visayas,Non-Grade (ES),Female
644,2017-2018,Region VIII - Eastern Visayas,Non-Grade (ES),Female
869,2017-2018,Region IX - Zamboanga Peninsula,Non-Grade (ES),Female
964,2017-2018,Region X - Northern Mindanao,Non-Grade (ES),Female
"1,184",2017-2018,Region XI - Davao Region,Non-Grade (ES),Female
585,2017-2018,Region XII - Soccsksargen,Non-Grade (ES),Female
643,2017-2018,CARAGA - CARAGA,Non-Grade (ES),Female
59,2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Female
270,2017-2018,CAR - Cordillera Administrative Region,Non-Grade (ES),Female
"2,952",2017-2018,NCR - National Capital Region,Non-Grade (ES),Female
"1,601",2018-2019,Region I - Ilocos Region,Non-Grade (ES),Male
856,2018-2019,Region II - Cagayan Valley,Non-Grade (ES),Male
"3,806",2018-2019,Region III - Central Luzon,Non-Grade (ES),Male
"5,491",2018-2019,Region IV-A - CALABARZON,Non-Grade (ES),Male
903,2018-2019,Region IV-B - MIMAROPA,Non-Grade (ES),Male
"1,393",2018-2019,Region V - Bicol Region,Non-Grade (ES),Male
"2,784",2018-2019,Region VI - Western Visayas,Non-Grade (ES),Male
"2,342",2018-2019,Region VII - Central Visayas,Non-Grade (ES),Male
921,2018-2019,Region VIII - Eastern Visayas,Non-Grade (ES),Male
"1,645",2018-2019,Region IX - Zamboanga Peninsula,Non-Grade (ES),Male
"1,662",2018-2019,Region X - Northern Mindanao,Non-Grade (ES),Male
"2,234",2018-2019,Region XI - Davao Region,Non-Grade (ES),Male
866,2018-2019,Region XII - Soccsksargen,Non-Grade (ES),Male
915,2018-2019,CARAGA - CARAGA,Non-Grade (ES),Male
131,2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Male
405,2018-2019,CAR - Cordillera Administrative Region,Non-Grade (ES),Male
"5,979",2018-2019,NCR - National Capital Region,Non-Grade (ES),Male
"1,022",2018-2019,Region I - Ilocos Region,Non-Grade (ES),Female
571,2018-2019,Region II - Cagayan Valley,Non-Grade (ES),Female
"2,376",2018-2019,Region III - Central Luzon,Non-Grade (ES),Female
"3,290",2018-2019,Region IV-A - CALABARZON,Non-Grade (ES),Female
600,2018-2019,Region IV-B - MIMAROPA,Non-Grade (ES),Female
947,2018-2019,Region V - Bicol Region,Non-Grade (ES),Female
"1,943",2018-2019,Region VI - Western Visayas,Non-Grade (ES),Female
"1,498",2018-2019,Region VII - Central Visayas,Non-Grade (ES),Female
561,2018-2019,Region VIII - Eastern Visayas,Non-Grade (ES),Female
"1,067",2018-2019,Region IX - Zamboanga Peninsula,Non-Grade (ES),Female
987,2018-2019,Region X - Northern Mindanao,Non-Grade (ES),Female
"1,252",2018-2019,Region XI - Davao Region,Non-Grade (ES),Female
557,2018-2019,Region XII - Soccsksargen,Non-Grade (ES),Female
628,2018-2019,CARAGA - CARAGA,Non-Grade (ES),Female
113,2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Female
203,2018-2019,CAR - Cordillera Administrative Region,Non-Grade (ES),Female
"3,098",2018-2019,NCR - National Capital Region,Non-Grade (ES),Female
"1,741",2019-2020,Region I - Ilocos Region,Non-Grade (ES),Male
883,2019-2020,Region II - Cagayan Valley,Non-Grade (ES),Male
"4,211",2019-2020,Region III - Central Luzon,Non-Grade (ES),Male
"6,045",2019-2020,Region IV-A - CALABARZON,Non-Grade (ES),Male
957,2019-2020,Region IV-B - MIMAROPA,Non-Grade (ES),Male
"1,478",2019-2020,Region V - Bicol Region,Non-Grade (ES),Male
"3,056",2019-2020,Region VI - Western Visayas,Non-Grade (ES),Male
"2,449",2019-2020,Region VII - Central Visayas,Non-Grade (ES),Male
949,2019-2020,Region VIII - Eastern Visayas,Non-Grade (ES),Male
"1,786",2019-2020,Region IX - Zamboanga Peninsula,Non-Grade (ES),Male
"1,767",2019-2020,Region X - Northern Mindanao,Non-Grade (ES),Male
"2,285",2019-2020,Region XI - Davao Region,Non-Grade (ES),Male
928,2019-2020,Region XII - Soccsksargen,Non-Grade (ES),Male
937,2019-2020,CARAGA - CARAGA,Non-Grade (ES),Male
128,2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Male
433,2019-2020,CAR - Cordillera Administrative Region,Non-Grade (ES),Male
"6,088",2019-2020,NCR - National Capital Region,Non-Grade (ES),Male
"1,092",2019-2020,Region I - Ilocos Region,Non-Grade (ES),Female
579,2019-2020,Region II - Cagayan Valley,Non-Grade (ES),Female
"2,535",2019-2020,Region III - Central Luzon,Non-Grade (ES),Female
"3,560",2019-2020,Region IV-A - CALABARZON,Non-Grade (ES),Female
659,2019-2020,Region IV-B - MIMAROPA,Non-Grade (ES),Female
985,2019-2020,Region V - Bicol Region,Non-Grade (ES),Female
"2,083",2019-2020,Region VI - Western Visayas,Non-Grade (ES),Female
"1,540",2019-2020,Region VII - Central Visayas,Non-Grade (ES),Female
595,2019-2020,Region VIII - Eastern Visayas,Non-Grade (ES),Female
"1,132",2019-2020,Region IX - Zamboanga Peninsula,Non-Grade (ES),Female
"1,070",2019-2020,Region X - Northern Mindanao,Non-Grade (ES),Female
"1,387",2019-2020,Region XI - Davao Region,Non-Grade (ES),Female
596,2019-2020,Region XII - Soccsksargen,Non-Grade (ES),Female
626,2019-2020,CARAGA - CARAGA,Non-Grade (ES),Female
99,2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Female
213,2019-2020,CAR - Cordillera Administrative Region,Non-Grade (ES),Female
"3,210",2019-2020,NCR - National Capital Region,Non-Grade (ES),Female
"1,588",2020-2021,Region I - Ilocos Region,Non-Grade (ES),Male
888,2020-2021,Region II - Cagayan Valley,Non-Grade (ES),Male
"3,817",2020-2021,Region III - Central Luzon,Non-Grade (ES),Male
"5,646",2020-2021,Region IV-A - CALABARZON,Non-Grade (ES),Male
947,2020-2021,Region IV-B - MIMAROPA,Non-Grade (ES),Male
"1,236",2020-2021,Region V - Bicol Region,Non-Grade (ES),Male
"2,879",2020-2021,Region VI - Western Visayas,Non-Grade (ES),Male
"2,206",2020-2021,Region VII - Central Visayas,Non-Grade (ES),Male
828,2020-2021,Region VIII - Eastern Visayas,Non-Grade (ES),Male
"1,777",2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (ES),Male
"1,665",2020-2021,Region X - Northern Mindanao,Non-Grade (ES),Male
"2,005",2020-2021,Region XI - Davao Region,Non-Grade (ES),Male
897,2020-2021,Region XII - Soccsksargen,Non-Grade (ES),Male
904,2020-2021,CARAGA - CARAGA,Non-Grade (ES),Male
131,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Male
400,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (ES),Male
"6,189",2020-2021,NCR - National Capital Region,Non-Grade (ES),Male
"1,027",2020-2021,Region I - Ilocos Region,Non-Grade (ES),Female
564,2020-2021,Region II - Cagayan Valley,Non-Grade (ES),Female
"2,296",2020-2021,Region III - Central Luzon,Non-Grade (ES),Female
"3,236",2020-2021,Region IV-A - CALABARZON,Non-Grade (ES),Female
670,2020-2021,Region IV-B - MIMAROPA,Non-Grade (ES),Female
807,2020-2021,Region V - Bicol Region,Non-Grade (ES),Female
"1,907",2020-2021,Region VI - Western Visayas,Non-Grade (ES),Female
"1,354",2020-2021,Region VII - Central Visayas,Non-Grade (ES),Female
537,2020-2021,Region VIII - Eastern Visayas,Non-Grade (ES),Female
"1,145",2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (ES),Female
"1,044",2020-2021,Region X - Northern Mindanao,Non-Grade (ES),Female
"1,228",2020-2021,Region XI - Davao Region,Non-Grade (ES),Female
558,2020-2021,Region XII - Soccsksargen,Non-Grade (ES),Female
610,2020-2021,CARAGA - CARAGA,Non-Grade (ES),Female
87,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Female
206,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (ES),Female
"3,078",2020-2021,NCR - National Capital Region,Non-Grade (ES),Female
25,2016-2017,Region I - Ilocos Region,Non-Grade (JHS),Male
4,2016-2017,Region II - Cagayan Valley,Non-Grade (JHS),Male
88,2016-2017,Region III - Central Luzon,Non-Grade (JHS),Male
280,2016-2017,Region IV-A - CALABARZON,Non-Grade (JHS),Male
5,2016-2017,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
32,2016-2017,Region V - Bicol Region,Non-Grade (JHS),Male
36,2016-2017,Region VI - Western Visayas,Non-Grade (JHS),Male
-,2016-2017,Region VII - Central Visayas,Non-Grade (JHS),Male
133,2016-2017,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
6,2016-2017,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
229,2016-2017,Region X - Northern Mindanao,Non-Grade (JHS),Male
13,2016-2017,Region XI - Davao Region,Non-Grade (JHS),Male
28,2016-2017,Region XII - Soccsksargen,Non-Grade (JHS),Male
-,2016-2017,CARAGA - CARAGA,Non-Grade (JHS),Male
16,2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
11,2016-2017,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
141,2016-2017,NCR - National Capital Region,Non-Grade (JHS),Male
14,2016-2017,Region I - Ilocos Region,Non-Grade (JHS),Female
5,2016-2017,Region II - Cagayan Valley,Non-Grade (JHS),Female
57,2016-2017,Region III - Central Luzon,Non-Grade (JHS),Female
256,2016-2017,Region IV-A - CALABARZON,Non-Grade (JHS),Female
8,2016-2017,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
24,2016-2017,Region V - Bicol Region,Non-Grade (JHS),Female
40,2016-2017,Region VI - Western Visayas,Non-Grade (JHS),Female
-,2016-2017,Region VII - Central Visayas,Non-Grade (JHS),Female
120,2016-2017,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
-,2016-2017,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
172,2016-2017,Region X - Northern Mindanao,Non-Grade (JHS),Female
7,2016-2017,Region XI - Davao Region,Non-Grade (JHS),Female
12,2016-2017,Region XII - Soccsksargen,Non-Grade (JHS),Female
-,2016-2017,CARAGA - CARAGA,Non-Grade (JHS),Female
37,2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
16,2016-2017,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
113,2016-2017,NCR - National Capital Region,Non-Grade (JHS),Female
64,2017-2018,Region I - Ilocos Region,Non-Grade (JHS),Male
21,2017-2018,Region II - Cagayan Valley,Non-Grade (JHS),Male
96,2017-2018,Region III - Central Luzon,Non-Grade (JHS),Male
230,2017-2018,Region IV-A - CALABARZON,Non-Grade (JHS),Male
15,2017-2018,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
53,2017-2018,Region V - Bicol Region,Non-Grade (JHS),Male
43,2017-2018,Region VI - Western Visayas,Non-Grade (JHS),Male
407,2017-2018,Region VII - Central Visayas,Non-Grade (JHS),Male
11,2017-2018,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
38,2017-2018,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
339,2017-2018,Region X - Northern Mindanao,Non-Grade (JHS),Male
12,2017-2018,Region XI - Davao Region,Non-Grade (JHS),Male
54,2017-2018,Region XII - Soccsksargen,Non-Grade (JHS),Male
2,2017-2018,CARAGA - CARAGA,Non-Grade (JHS),Male
-,2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
39,2017-2018,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
199,2017-2018,NCR - National Capital Region,Non-Grade (JHS),Male
39,2017-2018,Region I - Ilocos Region,Non-Grade (JHS),Female
15,2017-2018,Region II - Cagayan Valley,Non-Grade (JHS),Female
69,2017-2018,Region III - Central Luzon,Non-Grade (JHS),Female
193,2017-2018,Region IV-A - CALABARZON,Non-Grade (JHS),Female
7,2017-2018,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
32,2017-2018,Region V - Bicol Region,Non-Grade (JHS),Female
30,2017-2018,Region VI - Western Visayas,Non-Grade (JHS),Female
390,2017-2018,Region VII - Central Visayas,Non-Grade (JHS),Female
8,2017-2018,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
18,2017-2018,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
234,2017-2018,Region X - Northern Mindanao,Non-Grade (JHS),Female
17,2017-2018,Region XI - Davao Region,Non-Grade (JHS),Female
43,2017-2018,Region XII - Soccsksargen,Non-Grade (JHS),Female
4,2017-2018,CARAGA - CARAGA,Non-Grade (JHS),Female
-,2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
41,2017-2018,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
143,2017-2018,NCR - National Capital Region,Non-Grade (JHS),Female
88,2019-2020,Region I - Ilocos Region,Non-Grade (JHS),Male
8,2019-2020,Region II - Cagayan Valley,Non-Grade (JHS),Male
106,2019-2020,Region III - Central Luzon,Non-Grade (JHS),Male
350,2019-2020,Region IV-A - CALABARZON,Non-Grade (JHS),Male
13,2019-2020,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
227,2019-2020,Region V - Bicol Region,Non-Grade (JHS),Male
39,2019-2020,Region VI - Western Visayas,Non-Grade (JHS),Male
8,2019-2020,Region VII - Central Visayas,Non-Grade (JHS),Male
-,2019-2020,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
10,2019-2020,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
94,2019-2020,Region X - Northern Mindanao,Non-Grade (JHS),Male
15,2019-2020,Region XI - Davao Region,Non-Grade (JHS),Male
19,2019-2020,Region XII - Soccsksargen,Non-Grade (JHS),Male
8,2019-2020,CARAGA - CARAGA,Non-Grade (JHS),Male
-,2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
20,2019-2020,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
182,2019-2020,NCR - National Capital Region,Non-Grade (JHS),Male
53,2019-2020,Region I - Ilocos Region,Non-Grade (JHS),Female
14,2019-2020,Region II - Cagayan Valley,Non-Grade (JHS),Female
84,2019-2020,Region III - Central Luzon,Non-Grade (JHS),Female
218,2019-2020,Region IV-A - CALABARZON,Non-Grade (JHS),Female
6,2019-2020,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
76,2019-2020,Region V - Bicol Region,Non-Grade (JHS),Female
34,2019-2020,Region VI - Western Visayas,Non-Grade (JHS),Female
2,2019-2020,Region VII - Central Visayas,Non-Grade (JHS),Female
-,2019-2020,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
14,2019-2020,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
64,2019-2020,Region X - Northern Mindanao,Non-Grade (JHS),Female
16,2019-2020,Region XI - Davao Region,Non-Grade (JHS),Female
10,2019-2020,Region XII - Soccsksargen,Non-Grade (JHS),Female
9,2019-2020,CARAGA - CARAGA,Non-Grade (JHS),Female
-,2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
21,2019-2020,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
114,2019-2020,NCR - National Capital Region,Non-Grade (JHS),Female
51,2020-2021,Region I - Ilocos Region,Non-Grade (JHS),Male
11,2020-2021,Region II - Cagayan Valley,Non-Grade (JHS),Male
94,2020-2021,Region III - Central Luzon,Non-Grade (JHS),Male
317,2020-2021,Region IV-A - CALABARZON,Non-Grade (JHS),Male
13,2020-2021,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
44,2020-2021,Region V - Bicol Region,Non-Grade (JHS),Male
24,2020-2021,Region VI - Western Visayas,Non-Grade (JHS),Male
7,2020-2021,Region VII - Central Visayas,Non-Grade (JHS),Male
-,2020-2021,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
10,2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
76,2020-2021,Region X - Northern Mindanao,Non-Grade (JHS),Male
7,2020-2021,Region XI - Davao Region,Non-Grade (JHS),Male
50,2020-2021,Region XII - Soccsksargen,Non-Grade (JHS),Male
15,2020-2021,CARAGA - CARAGA,Non-Grade (JHS),Male
-,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
12,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
222,2020-2021,NCR - National Capital Region,Non-Grade (JHS),Male
26,2020-2021,Region I - Ilocos Region,Non-Grade (JHS),Female
17,2020-2021,Region II - Cagayan Valley,Non-Grade (JHS),Female
78,2020-2021,Region III - Central Luzon,Non-Grade (JHS),Female
201,2020-2021,Region IV-A - CALABARZON,Non-Grade (JHS),Female
12,2020-2021,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
25,2020-2021,Region V - Bicol Region,Non-Grade (JHS),Female
21,2020-2021,Region VI - Western Visayas,Non-Grade (JHS),Female
2,2020-2021,Region VII - Central Visayas,Non-Grade (JHS),Female
-,2020-2021,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
23,2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
47,2020-2021,Region X - Northern Mindanao,Non-Grade (JHS),Female
10,2020-2021,Region XI - Davao Region,Non-Grade (JHS),Female
24,2020-2021,Region XII - Soccsksargen,Non-Grade (JHS),Female
15,2020-2021,CARAGA - CARAGA,Non-Grade (JHS),Female
-,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
9,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
141,2020-2021,NCR - National Capital Region,Non-Grade (JHS),Female
"1,588",2020-2021,Region I - Ilocos Region,Non-Grade (ES),Male
888,2020-2021,Region II - Cagayan Valley,Non-Grade (ES),Male
"3,817",2020-2021,Region III - Central Luzon,Non-Grade (ES),Male
"5,646",2020-2021,Region IV-A - CALABARZON,Non-Grade (ES),Male
947,2020-2021,Region IV-B - MIMAROPA,Non-Grade (ES),Male
"1,236",2020-2021,Region V - Bicol Region,Non-Grade (ES),Male
"2,879",2020-2021,Region VI - Western Visayas,Non-Grade (ES),Male
"2,206",2020-2021,Region VII - Central Visayas,Non-Grade (ES),Male
828,2020-2021,Region VIII - Eastern Visayas,Non-Grade (ES),Male
"1,777",2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (ES),Male
"1,665",2020-2021,Region X - Northern Mindanao,Non-Grade (ES),Male
"2,005",2020-2021,Region XI - Davao Region,Non-Grade (ES),Male
897,2020-2021,Region XII - Soccsksargen,Non-Grade (ES),Male
904,2020-2021,CARAGA - CARAGA,Non-Grade (ES),Male
131,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Male
400,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (ES),Male
"6,189",2020-2021,NCR - National Capital Region,Non-Grade (ES),Male
"1,027",2020-2021,Region I - Ilocos Region,Non-Grade (ES),Female
564,2020-2021,Region II - Cagayan Valley,Non-Grade (ES),Female
"2,296",2020-2021,Region III - Central Luzon,Non-Grade (ES),Female
"3,236",2020-2021,Region IV-A - CALABARZON,Non-Grade (ES),Female
670,2020-2021,Region IV-B - MIMAROPA,Non-Grade (ES),Female
807,2020-2021,Region V - Bicol Region,Non-Grade (ES),Female
"1,907",2020-2021,Region VI - Western Visayas,Non-Grade (ES),Female
"1,354",2020-2021,Region VII - Central Visayas,Non-Grade (ES),Female
537,2020-2021,Region VIII - Eastern Visayas,Non-Grade (ES),Female
"1,145",2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (ES),Female
"1,044",2020-2021,Region X - Northern Mindanao,Non-Grade (ES),Female
"1,228",2020-2021,Region XI - Davao Region,Non-Grade (ES),Female
558,2020-2021,Region XII - Soccsksargen,Non-Grade (ES),Female
610,2020-2021,CARAGA - CARAGA,Non-Grade (ES),Female
87,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Female
206,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (ES),Female
"3,078",2020-2021,NCR - National Capital Region,Non-Grade (ES),Female
25,2016-2017,Region I - Ilocos Region,Non-Grade (JHS),Male
4,2016-2017,Region II - Cagayan Valley,Non-Grade (JHS),Male
88,2016-2017,Region III - Central Luzon,Non-Grade (JHS),Male
280,2016-2017,Region IV-A - CALABARZON,Non-Grade (JHS),Male
5,2016-2017,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
32,2016-2017,Region V - Bicol Region,Non-Grade (JHS),Male
36,2016-2017,Region VI - Western Visayas,Non-Grade (JHS),Male
-,2016-2017,Region VII - Central Visayas,Non-Grade (JHS),Male
133,2016-2017,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
6,2016-2017,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
229,2016-2017,Region X - Northern Mindanao,Non-Grade (JHS),Male
13,2016-2017,Region XI - Davao Region,Non-Grade (JHS),Male
28,2016-2017,Region XII - Soccsksargen,Non-Grade (JHS),Male
-,2016-2017,CARAGA - CARAGA,Non-Grade (JHS),Male
16,2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
11,2016-2017,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
141,2016-2017,NCR - National Capital Region,Non-Grade (JHS),Male
14,2016-2017,Region I - Ilocos Region,Non-Grade (JHS),Female
5,2016-2017,Region II - Cagayan Valley,Non-Grade (JHS),Female
57,2016-2017,Region III - Central Luzon,Non-Grade (JHS),Female
256,2016-2017,Region IV-A - CALABARZON,Non-Grade (JHS),Female
8,2016-2017,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
24,2016-2017,Region V - Bicol Region,Non-Grade (JHS),Female
40,2016-2017,Region VI - Western Visayas,Non-Grade (JHS),Female
-,2016-2017,Region VII - Central Visayas,Non-Grade (JHS),Female
120,2016-2017,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
-,2016-2017,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
172,2016-2017,Region X - Northern Mindanao,Non-Grade (JHS),Female
7,2016-2017,Region XI - Davao Region,Non-Grade (JHS),Female
12,2016-2017,Region XII - Soccsksargen,Non-Grade (JHS),Female
-,2016-2017,CARAGA - CARAGA,Non-Grade (JHS),Female
37,2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
16,2016-2017,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
113,2016-2017,NCR - National Capital Region,Non-Grade (JHS),Female
64,2017-2018,Region I - Ilocos Region,Non-Grade (JHS),Male
21,2017-2018,Region II - Cagayan Valley,Non-Grade (JHS),Male
96,2017-2018,Region III - Central Luzon,Non-Grade (JHS),Male
230,2017-2018,Region IV-A - CALABARZON,Non-Grade (JHS),Male
15,2017-2018,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
53,2017-2018,Region V - Bicol Region,Non-Grade (JHS),Male
43,2017-2018,Region VI - Western Visayas,Non-Grade (JHS),Male
407,2017-2018,Region VII - Central Visayas,Non-Grade (JHS),Male
11,2017-2018,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
38,2017-2018,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
339,2017-2018,Region X - Northern Mindanao,Non-Grade (JHS),Male
12,2017-2018,Region XI - Davao Region,Non-Grade (JHS),Male
54,2017-2018,Region XII - Soccsksargen,Non-Grade (JHS),Male
2,2017-2018,CARAGA - CARAGA,Non-Grade (JHS),Male
-,2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
39,2017-2018,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
199,2017-2018,NCR - National Capital Region,Non-Grade (JHS),Male
39,2017-2018,Region I - Ilocos Region,Non-Grade (JHS),Female
15,2017-2018,Region II - Cagayan Valley,Non-Grade (JHS),Female
69,2017-2018,Region III - Central Luzon,Non-Grade (JHS),Female
193,2017-2018,Region IV-A - CALABARZON,Non-Grade (JHS),Female
7,2017-2018,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
32,2017-2018,Region V - Bicol Region,Non-Grade (JHS),Female
30,2017-2018,Region VI - Western Visayas,Non-Grade (JHS),Female
390,2017-2018,Region VII - Central Visayas,Non-Grade (JHS),Female
8,2017-2018,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
18,2017-2018,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
234,2017-2018,Region X - Northern Mindanao,Non-Grade (JHS),Female
17,2017-2018,Region XI - Davao Region,Non-Grade (JHS),Female
43,2017-2018,Region XII - Soccsksargen,Non-Grade (JHS),Female
4,2017-2018,CARAGA - CARAGA,Non-Grade (JHS),Female
-,2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
41,2017-2018,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
143,2017-2018,NCR - National Capital Region,Non-Grade (JHS),Female
88,2019-2020,Region I - Ilocos Region,Non-Grade (JHS),Male
8,2019-2020,Region II - Cagayan Valley,Non-Grade (JHS),Male
106,2019-2020,Region III - Central Luzon,Non-Grade (JHS),Male
350,2019-2020,Region IV-A - CALABARZON,Non-Grade (JHS),Male
13,2019-2020,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
227,2019-2020,Region V - Bicol Region,Non-Grade (JHS),Male
39,2019-2020,Region VI - Western Visayas,Non-Grade (JHS),Male
8,2019-2020,Region VII - Central Visayas,Non-Grade (JHS),Male
-,2019-2020,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
10,2019-2020,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
94,2019-2020,Region X - Northern Mindanao,Non-Grade (JHS),Male
15,2019-2020,Region XI - Davao Region,Non-Grade (JHS),Male
19,2019-2020,Region XII - Soccsksargen,Non-Grade (JHS),Male
8,2019-2020,CARAGA - CARAGA,Non-Grade (JHS),Male
-,2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
20,2019-2020,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
182,2019-2020,NCR - National Capital Region,Non-Grade (JHS),Male
53,2019-2020,Region I - Ilocos Region,Non-Grade (JHS),Female
14,2019-2020,Region II - Cagayan Valley,Non-Grade (JHS),Female
84,2019-2020,Region III - Central Luzon,Non-Grade (JHS),Female
218,2019-2020,Region IV-A - CALABARZON,Non-Grade (JHS),Female
